first,last,job,phone,email,client_id,order_id,order_date,order_week,order_year,item_id,category,subcategory,unit_price,unit_cost,unit_weight,qty,line_number
Sara,Reynolds,"Administrator, Civil Service",001-469-273-8963x37933,reynoldss@lamb.net,81576,8550054,2023-04-03,14,2023,ZDA18304-93-2D,furniture,tables,4.9,4.4,1.05,34,7
Doris,Russo,Physiotherapist,720.506.5443x838,dorisrusso@collier-fletcher.com,19405,6870565,2023-05-09,19,2023,BUB22073-34-0E,furniture,tables,8.79,5.84,1.53,286,6
Jennifer,Campbell,"Journalist, magazine",(453)423-5681,campbelljennifer@mcgee.org,78302,8949141,2023-01-01,52,2022,ABE59463-05-7E,software,project management,13.52,7.86,1.68,949,1
Nicole,Miller,"Teacher, early years/pre",001-905-939-1319,nicolemiller@oliver-hogan.com,48723,5096135,2023-04-03,14,2023,DXE65138-03-4D,furniture,seating,199.38,171.01,3.15,259,2
Michael,Davis,Financial trader,400-313-6073x3811,davismichael@robinson.com,13021,2673499,2023-03-13,11,2023,UMZ28848-35-1A,furniture,tables,1.51,1.15,3.84,107,7
Carrie,Green,Colour technologist,+1-242-699-5329x474,c.green@oliver-smith.com,17355,6561856,2023-02-27,9,2023,EME73584-90-2B,consumables,bathroom supplies,1.49,0.83,11.17,58,9
Jessica,Oliver,Special effects artist,263-243-5474x115,oliver.jessica@hurley.com,22859,2943325,2023-03-29,13,2023,DAC51737-51-1U,decor,misc,39.1,29.5,8.16,19,7
Maria,Cole,Chief of Staff,+1-277-756-2335x3629,mcole@wright.org,19222,8441618,2023-01-26,4,2023,ACC14956-68-0A,decor,misc,36.3,26.54,9.17,14,4
Austin,Fuller,Investment analyst,379.662.7549,fulleraustin7494@nunez.com,50317,2155172,2023-05-21,20,2023,XXU75089-96-9M,consumables,bathroom supplies,557.47,414.75,2.28,50,4
Amy,Stewart,"Psychologist, educational",979.793.4884x57205,stewartamy@francis.com,86721,6057452,2023-03-21,12,2023,CCU49971-42-9U,furniture,tables,100.4,73.05,9.22,977121,3
Mary,Mcmillan,Leisure centre manager,+1-560-993-8538x5225,mcmillansure@werner.info,40622,8408603,2023-02-27,9,2023,DBC69293-78-9M,consumables,kitchen supplies,1132.23,628.35,3.02,41,7
Jacob,Goodwin,Operational researcher,001-601-794-9012x7494,goodwinyet5181@martinez.com,80875,9035514,2023-04-12,15,2023,BXX73095-73-3X,furniture,stands,49.75,25.82,2.82,103,3
Ryan,Jackson,"Nurse, children's",+1-384-507-7711x18053,jacksonr2448@hunt-clayton.com,67252,9696129,2023-01-04,1,2023,BMU73046-48-2X,decor,plants,543.42,436.49,8.84,85,3
Lindsay,Arnold,Heritage manager,787.218.2936x8120,arnold_lindsay@flynn.org,11675,8302456,2023-02-09,6,2023,ACB40965-20-2C,consumables,pens,127.73,91.77,3.28,86,1
Sara,George,"Embryologist, clinical",2643201011,successful.george@thompson.com,48013,6854905,2023-02-18,7,2023,EXA50128-43-8B,software,accounting,310.36,200.41,21.39,52,6
Jacob,Goodwin,Operational researcher,001-601-794-9012x7494,goodwinyet5181@martinez.com,80875,6441309,2023-03-14,11,2023,ZUM23964-68-6Z,consumables,paper products,13.65,10.22,0.79,25,3
Brian,Hampton,Research scientist (life sciences),896.510.9824x1033,bhampton@romero.com,29245,3556978,2023-01-01,52,2022,AXA21454-66-5B,consumables,paper products,2.71,2.4,0.41,62,4
Tammy,Acosta,Estate manager/land agent,(501)796-2548x75278,local.t@montes-mcclain.com,82891,9298904,2023-03-29,13,2023,BZM94707-51-4Z,furniture,stands,74.86,45.17,2.3,241,0
Michele,Johnson,Race relations officer,303-544-4504,johnson_teach@medina.com,94675,8942811,2023-02-01,5,2023,DUX81153-32-6Z,decor,wall art,120.77,60.47,3.94,93,3
Laura,Owens,"Buyer, industrial",753-596-3400,lauraowens6281@baker.org,27771,9610968,2023-03-27,13,2023,CBU49983-97-3B,furniture,tables,30.2,18.62,3.04,8,6
Mark,Jones,"Geneticist, molecular",363.266.9680,jones_mark_7616@perkins-reed.com,16982,2048106,2023-03-02,9,2023,ZBZ76765-83-2X,electronics,telecom,222.03,155.57,1.33,38,6
Melissa,Bishop,Commissioning editor,5113437616,bishopm9390@sanchez.com,66888,8239564,2023-02-10,6,2023,DUU16861-28-1C,software,project management,118.63,60.7,0.41,142,7
Kendra,Garrett,Pension scheme manager,808.257.2029,garrettkendra8479@jefferson.com,24741,6304553,2023-05-08,19,2023,BBZ03090-18-0E,software,accounting,537.51,454.24,5.86,4,5
Mark,Franklin,Therapeutic radiographer,(758)736-8281,franklinm9156@adams-ortiz.com,47507,9888765,2023-04-09,14,2023,DCX25113-99-7A,furniture,tables,24.81,23.47,1.15,20,1
Victoria,Swanson,"Engineer, electronics",639-295-0237x21817,swansonbuilding3315@gonzales-contreras.com,61164,3844868,2023-02-25,8,2023,UEZ32824-99-6A,consumables,bathroom supplies,244.93,169.41,1.47,112,3
Bethany,Walton,"Administrator, local government",001-685-926-0892,walton.bethany.8600@gregory.org,69671,2292471,2023-05-18,20,2023,DMX08533-64-4U,furniture,seating,117.86,106.94,4.4,71,5
Briana,Luna,Press sub,001-200-974-6102x07901,luna.b@jones.info,31923,8014942,2023-02-12,6,2023,BCZ39784-86-5U,furniture,stands,104.65,88.13,8.67,80,3
Melissa,Larson,Farm manager,(531)817-7410x029,melissalarson7729@taylor.com,52356,6758522,2023-03-03,9,2023,EMC36732-26-6B,furniture,seating,99.45,60.07,23.49,350,3
Stacy,Matthews,Press sub,001-820-529-1880x90385,matthewsstacy@johnston.net,76049,5976504,2023-03-08,10,2023,BCE01616-94-8D,software,accounting,91.75,71.2,6.27,1960,0
Jennifer,Dickson,Lobbyist,5778756042,dicksonj374@reyes-le.info,73797,8989884,2023-05-07,18,2023,CDZ05920-06-5M,electronics,cabling,4.68,2.94,1.12,25,3
Barry,Johnson,"Education officer, museum",3804491689,johnson.end@clarke.com,79827,2155545,2023-04-18,16,2023,CME44581-16-8U,furniture,desks,50.4,42.96,0.53,352,3
Michael,Hernandez,"Geologist, wellsite",001-472-698-6190x962,m.hernandez@boone.com,83238,2887419,2023-05-15,20,2023,EAA53647-99-8B,software,accounting,79.15,70.27,0.04,45,2
Jessica,Hodge,"Psychotherapist, child",001-450-253-8909x686,hodgedescribe9814@mccormick.com,73652,2307390,2023-04-26,17,2023,XEA07319-00-2A,decor,plants,458.57,305.17,1.86,48,5
Jared,Taylor,Haematologist,729-249-1032,taylorj@romero.com,37715,3016622,2023-05-05,18,2023,EBD29277-23-7U,consumables,kitchen supplies,206.59,175.46,11.7,654,7
Angela,Everett,Osteopath,729-620-6192x875,aeverett@rodriguez.com,66037,7733869,2023-01-23,4,2023,BAA43653-15-9C,decor,plants,184.24,116.47,4.25,133,3
Melissa,Gregory,"Administrator, charities/voluntary organisations",(563)818-4750x6602,gregorym2806@thompson.biz,35794,2900699,2023-03-05,9,2023,DZD96600-87-8M,decor,wall art,11.24,9.92,0.88,32,0
Richard,Kennedy,Race relations officer,+1-551-603-4716,rkennedy@mcneil.info,10559,1521452,2023-01-20,3,2023,UCA25495-74-4Z,software,project management,284.49,209.98,4.97,55,3
Nicholas,Carter,Communications engineer,+1-550-864-1927,cartern@smith.com,76177,3659415,2023-05-04,18,2023,XED42806-14-3M,consumables,paper products,3.28,2.09,1.04,32,3
Samuel,Moore,Magazine features editor,836.306.7783x73645,samuel.moore.4394@andrews-archer.com,32026,3749678,2023-03-23,12,2023,ZAE56533-39-8U,decor,wall art,4.22,3.65,1.82,11,4
Vincent,Davis,"Designer, exhibition/display",(388)713-4554,davisvincent3740@lopez-king.net,53409,7741195,2023-01-10,2,2023,ZEZ79217-76-5E,furniture,seating,370.04,220.08,20.08,25,0
Angelica,Brown,"Geologist, wellsite",426.563.7543,brown.a@phelps.com,44715,3172430,2023-03-21,12,2023,CCU49971-42-9U,furniture,tables,100.4,73.05,9.22,64,3
Nicholas,Cook,"Engineer, mining",+1-541-312-3648x63024,cooknicholas6748@bell.biz,54196,7856861,2023-01-22,3,2023,CDX06274-12-1E,consumables,kitchen supplies,8.16,5.1,3.84,139,2
Dennis,Hawkins,"Social research officer, government",001-214-888-5838x7410,hawkins.dennis.5195@lee.com,85931,1626542,2023-04-06,14,2023,MDE64633-25-6Z,furniture,stands,3.64,2.49,0.2,27,6
Kelly,Foster,"Administrator, sports",001-722-916-4457x654,kfigure@anderson.com,16084,1098056,2023-04-11,15,2023,XDA18116-89-4A,consumables,pens,24.95,15.09,1.49,139,1
Kelly,Foster,"Administrator, sports",001-722-916-4457x654,kfigure@anderson.com,16084,9462359,2023-03-25,12,2023,UAE42174-00-7A,consumables,paper products,7.46,6.88,0.95,37,2
Michelle,Cervantes,Psychiatrist,(769)568-5844x7004,cervantesm5294@taylor-spencer.biz,42481,2995466,2023-05-13,19,2023,ZAE32705-96-4U,software,accounting,16.43,10.82,5.64,30,5
Zachary,Rodriguez,Actuary,(771)350-0406,rodriguezz@knight.com,56977,1934897,2023-04-15,15,2023,EMC36732-26-6B,furniture,seating,99.45,60.07,23.49,158,4
Olivia,Salazar,"Teacher, primary school",(343)349-7832,salazarolivia@fox.com,36662,6344152,2023-01-23,4,2023,EZX36378-17-7A,consumables,bathroom supplies,53.17,39.52,4.18,6,1
Audrey,Myers,Product manager,628-719-1777x271,myersspace6102@kelly-gibson.com,98561,1624145,2023-02-27,9,2023,MUZ81503-74-3D,furniture,tables,65.9,58.86,2.61,7,0
Brooke,Baker,Tree surgeon,443-347-6249x95391,baker.analysis@hill.com,55696,4655054,2023-03-26,12,2023,DCD61783-36-6B,software,project management,520.0,457.16,4.92,487,2
Richard,Barker,"Presenter, broadcasting",818-873-3764,rbarker609@santiago-brewer.com,57496,4031505,2023-01-15,2,2023,DAC51737-51-1U,decor,misc,39.1,29.5,8.16,47,4
Lindsay,Atkinson,Travel agency manager,(525)663-6469x49667,atkinson.question.3937@norman.com,91149,8756101,2023-02-18,7,2023,BDM65230-92-8A,consumables,bathroom supplies,0.19,0.1,6.89,229,1
Jennifer,Olson,Telecommunications researcher,241.311.2077x6960,olsonj5619@watson-green.com,62135,7510738,2023-05-28,21,2023,BZA26056-26-5E,furniture,tables,77.67,63.44,6.85,70,2
Claire,Serrano,Biomedical scientist,001-667-417-7335x439,claireserrano6407@rivera.info,86045,5235213,2023-03-15,11,2023,DXM06765-78-0E,consumables,pens,268.31,208.61,4.28,488,5
John,Guzman,"Teacher, music",+1-441-943-0263x0429,j_guzman_3665@reed.info,87132,7365493,2023-02-08,6,2023,ADE36146-76-0A,furniture,stands,124.55,70.58,2.3,110,5
Ashley,Kim,Local government officer,001-895-417-4003x017,kimashley@stevenson.net,53348,2380187,2023-05-29,22,2023,XMD38221-23-4B,electronics,cabling,1.5,1.06,2.24,24,2
Christina,Schwartz,Chiropractor,265-829-3643,christinaschwartz9252@mcconnell.com,92089,9710350,2023-02-03,5,2023,XUB12331-18-1A,consumables,misc,30.4,25.88,2.0,39,6
Mitchell,Clark,"Engineer, land",(880)844-0608,clark.m@neal.org,61560,9676480,2023-05-29,22,2023,UCM40428-83-4C,decor,wall art,112.34,61.72,8.5,132,5
Diane,Green,Physiotherapist,780.853.3140,dianegreen@smith.com,86810,6092045,2023-05-03,18,2023,EEB61643-76-2U,software,project management,2.19,1.36,14.91,33,1
Charles,Gordon,"Therapist, drama",+1-265-545-1915,gordon.c.9867@boone.com,70745,7316778,2023-02-25,8,2023,EAC69857-33-3X,consumables,kitchen supplies,31.25,20.29,13.07,6,1
Jennifer,Bates,"Secretary, company",001-993-632-2503,bates.j.8337@floyd.com,99394,7284922,2023-05-12,19,2023,EBD29277-23-7U,consumables,kitchen supplies,206.59,175.46,11.7,33,5
Walter,Tran,Public relations account executive,509.895.5322x0674,tranw@cain-williams.com,16624,7780678,2023-02-27,9,2023,BAB10567-68-6M,consumables,kitchen supplies,40.6,33.39,4.93,315,2
Michael,Burns,Retail manager,001-602-874-6624,exactlyburns3216@hayes-wright.com,29718,4180219,2023-03-02,9,2023,XEB85262-06-6B,consumables,kitchen supplies,26.52,14.21,1.17,3762,5
Kelly,Anderson,Orthoptist,(993)536-7109x69129,anderson.k.401@ballard.org,57434,7886390,2023-05-22,21,2023,XMM58179-13-2D,furniture,seating,310.36,280.49,12.0,357,4
Nicholas,Ferguson,"Librarian, academic",3084428470,nicholasferguson6451@underwood.biz,81719,7175424,2023-02-16,7,2023,MZC70320-30-6X,furniture,stands,62.75,37.57,1.23,171,4
Joseph,Allen,Arts development officer,+1-716-637-5641,allenj9915@carter.com,24926,6991758,2023-05-26,21,2023,XDX02308-74-0X,decor,plants,136.49,90.12,7.05,12,1
Jeff,King,"Investment banker, operational",456.830.9202,king.jeff@black.org,75662,1439618,2023-05-17,20,2023,BXE82169-43-5A,consumables,bathroom supplies,162.73,141.67,0.2,84,2
Lindsay,Atkinson,Travel agency manager,(525)663-6469x49667,atkinson.question.3937@norman.com,91149,9370433,2023-04-29,17,2023,XCD59439-32-5U,consumables,kitchen supplies,2.39,1.9,4.76,10,1
Albert,Garcia,Geophysical data processor,001-988-661-5041,a.garcia.3072@durham.com,97876,2411162,2023-04-02,13,2023,EBB49854-54-7D,consumables,kitchen supplies,84.96,72.54,4.26,35,0
Julie,Acosta,Musician,+1-664-222-1815x094,acostaj@taylor.com,50605,9270008,2023-03-04,9,2023,EBD29277-23-7U,consumables,kitchen supplies,206.59,175.46,11.7,21,0
Doris,Russo,Physiotherapist,720.506.5443x838,dorisrusso@collier-fletcher.com,19405,4846884,2023-01-14,2,2023,CXM05853-90-1A,furniture,desks,43.14,25.8,0.48,130,4
Lori,Young,Health physicist,834.716.3734,lori.young.2053@bridges.com,18574,3737432,2023-02-07,6,2023,BUB40770-28-6Z,consumables,paper products,83.56,47.16,6.19,26,2
Jody,Carter,Public librarian,434-277-6679x20143,carter.jody.5596@pearson.info,51561,2871398,2023-03-05,9,2023,UZE69424-29-1A,consumables,bathroom supplies,20.68,15.03,3.47,127,1
Tammy,Brown,Accounting technician,357.475.7538,browntammy8857@bright.biz,93886,1431258,2023-04-28,17,2023,XDU73429-99-9D,consumables,kitchen supplies,1.63,1.14,6.0,55,4
Crystal,Thomas,Public relations officer,+1-475-922-5754x61077,thomas.crystal@burns.com,49027,5603060,2023-05-20,20,2023,MBC22182-34-2X,consumables,paper products,26.66,24.44,6.29,36,6
Ashley,Kim,Local government officer,001-895-417-4003x017,kimashley@stevenson.net,53348,9025561,2023-02-27,9,2023,XMM58179-13-2D,furniture,seating,310.36,280.49,12.0,206,0
Christopher,Hobbs,Health and safety inspector,663-527-5878,hobbsc9635@weaver.com,34507,3184806,2023-02-09,6,2023,CZB52353-47-0D,consumables,bathroom supplies,109.18,86.92,0.79,27,4
Ashley,Kim,Local government officer,001-895-417-4003x017,kimashley@stevenson.net,53348,7209165,2023-03-29,13,2023,MEX67117-45-3X,decor,wall art,23.4,21.53,3.03,72,2
John,Hernandez,Architectural technologist,268.259.7138,result.john.439@manning.com,14935,4653944,2023-04-24,17,2023,DUX14130-38-6U,consumables,kitchen supplies,13.25,11.75,7.61,61,5
Stephanie,Jacobs,"Surveyor, quantity",001-765-632-5560x6352,jacobs.stephanie@davis-chaney.com,22101,1404120,2023-04-01,13,2023,EAC69857-33-3X,consumables,kitchen supplies,31.25,20.29,13.07,12,0
Christian,Miller,Speech and language therapist,465-206-8977,christianmiller@richardson.com,71447,6881490,2023-01-24,4,2023,XDA18116-89-4A,consumables,pens,24.95,15.09,1.49,31,5
Gary,Pierce,Chartered management accountant,001-718-376-5473x39181,institutiongary@thompson.com,33921,1732926,2023-04-19,16,2023,BXX73095-73-3X,furniture,stands,49.75,25.82,2.82,59,4
Julie,Anderson,Exhibition designer,5933099462,anderson_better_4704@bell.biz,78965,1233002,2023-01-25,4,2023,AMD45553-07-2X,software,project management,52.24,38.26,0.7,47,1
Christopher,Vega,"Engineer, building services",+1-387-914-8275x0950,christopher.vega@pitts.net,81842,1085466,2023-05-27,21,2023,ZEM15049-62-0D,decor,plants,34.06,18.02,5.67,12,0
Mary,Wilson,Further education lecturer,307.853.9158,wilsonm8454@bender.net,69074,1015361,2023-01-14,2,2023,BMD72525-90-2X,consumables,bathroom supplies,460.2,407.68,2.6,71,2
Megan,Snyder,Drilling engineer,+1-892-393-8268x219,m.snyder@lee.com,10753,1710885,2023-02-20,8,2023,XAU13501-34-9A,software,project management,1.75,1.62,1.39,23,1
Ian,Fox,"Lecturer, higher education",(917)710-6686,i.fox.6520@terry.biz,58400,2129329,2023-01-31,5,2023,MEX67117-45-3X,decor,wall art,23.4,21.53,3.03,25,0
Alyssa,Forbes,Telecommunications researcher,(818)426-6571x19393,alyssaforbes643@williams.com,74106,3851030,2023-03-06,10,2023,CDB25978-21-3E,consumables,kitchen supplies,110.27,96.23,2.66,129,3
George,Leach,"Surveyor, planning and development",001-410-678-3697,leach.g@burgess-morgan.com,89503,3852620,2023-01-18,3,2023,EMC36732-26-6B,furniture,seating,99.45,60.07,23.49,36,3
Michelle,Vang,"Librarian, academic",(964)344-9508,vang.michelle.5054@turner-smith.com,23919,1539824,2023-03-03,9,2023,CBZ89457-17-5C,furniture,tables,57.06,37.57,2.43,37,0
Megan,Smith,"Research officer, trade union",(252)954-8621x35653,megan.smith.2099@williams-pena.com,77281,7984419,2023-03-16,11,2023,UZZ84388-36-3B,consumables,pens,99.34,85.53,2.08,52,3
Tamara,Russell,Town planner,(605)786-7203,russell.once@valencia-summers.net,92173,1365941,2023-03-02,9,2023,UXZ38972-80-3D,consumables,paper products,43.32,22.76,3.77,198,1
Anna,Acosta,Statistician,835.400.4013,a.green.142@valenzuela.info,12285,1666874,2023-02-11,6,2023,EMD63110-83-4U,decor,wall art,40.69,34.36,7.38,486,0
Megan,Powell,Human resources officer,707.285.1167x7011,powell.megan@evans.com,84878,7282874,2023-05-08,19,2023,MDD91171-08-7U,decor,misc,45.68,34.27,10.37,440,2
Katherine,Taylor,"Psychologist, clinical",(943)632-3743x028,taylor.katherine.733@odonnell.org,48855,7171531,2023-03-16,11,2023,MBC22182-34-2X,consumables,paper products,26.66,24.44,6.29,40,1
Gary,Pierce,Chartered management accountant,001-718-376-5473x39181,institutiongary@thompson.com,33921,8420525,2023-01-14,2,2023,BED38321-96-0E,furniture,stands,173.7,152.21,4.25,14,1
Katie,Compton,Dramatherapist,410-659-2624,comptonkatie9635@smith.com,35902,8118125,2023-01-09,2,2023,ZUC08156-81-7X,furniture,desks,32.88,23.64,6.94,2779,6
Megan,Snyder,Drilling engineer,+1-892-393-8268x219,m.snyder@lee.com,10753,1014412,2023-02-14,7,2023,MZE26755-06-1E,furniture,stands,45.45,34.53,14.09,29,1
Kelly,Anderson,Orthoptist,(993)536-7109x69129,anderson.k.401@ballard.org,57434,9430994,2023-05-13,19,2023,AUM78855-69-8C,consumables,bathroom supplies,63.78,37.88,3.8,509,4
Alexandra,Young,Dietitian,265-666-3155x118,ayoung9158@stevens.com,38378,8483928,2023-03-27,13,2023,ZEZ40347-39-4X,decor,wall art,410.17,372.06,2.35,92,5
Thomas,Wiggins,Paramedic,380-613-5572x875,twiggins@ball.com,22008,1085487,2023-02-25,8,2023,CDZ05920-06-5M,electronics,cabling,4.68,2.94,1.12,23,5
Felicia,Park,Cytogeneticist,001-377-610-4959x7512,morning.felicia@morgan.com,18741,8624064,2023-01-18,3,2023,ACU90518-83-2B,consumables,bathroom supplies,5.59,3.05,10.46,345,2
Kelly,Foster,"Administrator, sports",001-722-916-4457x654,kfigure@anderson.com,16084,2531406,2023-04-05,14,2023,MAM00182-39-4B,electronics,computers,102.19,73.76,7.0,39,8
Jennifer,Douglas,Corporate investment banker,5437956445,douglas.jennifer@ball-jackson.com,34259,3725777,2023-03-27,13,2023,MMM93730-54-8B,electronics,cabling,5.69,5.19,7.5,16,3
Sara,Chavez,Energy manager,984-228-9947x3301,sara_any@porter.org,73677,6845126,2023-01-20,3,2023,MXZ59803-11-4B,consumables,paper products,35.3,32.75,3.59,43,7
Thomas,Gibbs,"Therapist, drama",+1-702-208-6574,thomasgibbs@fields.com,74673,6909995,2023-04-22,16,2023,CEA34197-91-8D,consumables,paper products,27.83,24.97,5.25,39,5
Amy,Stewart,"Psychologist, educational",979.793.4884x57205,stewartamy@francis.com,86721,5121688,2023-02-25,8,2023,MEM49712-30-9A,consumables,bathroom supplies,140.34,89.41,6.0,67,3
David,Ibarra,Site engineer,(221)372-7468x4968,ibarradavid@nelson.net,78733,1423831,2023-04-06,14,2023,UDM22898-77-8D,decor,misc,416.74,262.43,8.3,15,2
Janet,Miller,Medical secretary,(886)246-4664x7990,millerjanet7417@joyce.com,21317,5609207,2023-04-18,16,2023,MDU78510-11-2X,consumables,misc,407.01,379.07,2.51,39,0
Mary,Ramirez,Customer service manager,893-575-5590,ramirez.mary@diaz.info,49037,5089000,2023-01-19,3,2023,ZCA80565-13-8D,consumables,bathroom supplies,55.15,39.8,1.65,54,0
Adam,Sanders,Mechanical engineer,+1-654-839-1706x863,sanders_adam_4821@hurst.com,11890,1966224,2023-05-30,22,2023,ZME11428-11-1B,electronics,telecom,211.44,171.21,1.28,65,0
Peter,Andrews,Video editor,396.538.3105,pandrews6748@poole-blanchard.com,31715,3254029,2023-01-31,5,2023,BMA53145-50-0E,software,project management,141.4,126.66,1.45,3993,7
Anna,Molina,Actor,759.220.0827x35845,molina_article@harris.com,84446,7009212,2023-03-10,10,2023,BCB92176-35-3M,software,project management,23.99,16.36,1.74,82,0
Reginald,Morton,Product/process development scientist,+1-963-375-7945x51345,mortonmusic3981@jordan.com,17699,7032929,2023-03-01,9,2023,EZD36782-94-1E,software,accounting,105.22,66.9,2.62,13,8
Michael,Meyers,Heritage manager,363.705.5238x28152,meyersmichael1829@davis.com,35763,3801624,2023-02-18,7,2023,EDU54097-48-4E,consumables,bathroom supplies,156.03,125.57,5.56,106,5
Kevin,Austin,Accommodation manager,739.655.4906,austink8057@nunez.com,40677,6161756,2023-04-10,15,2023,MMX03475-50-9B,electronics,telecom,32.6,24.25,0.48,187,0
Anthony,Tucker,"Designer, blown glass/stained glass",+1-503-460-2669,tuckera@nguyen.com,32500,3072029,2023-01-31,5,2023,MXM82170-95-8M,software,logistics,26.54,16.91,1.06,216,0
Derek,Hale,Immigration officer,+1-393-272-0307x869,hale.d@esparza.biz,10435,6828009,2023-01-02,1,2023,BMD74469-82-1B,consumables,paper products,247.99,222.48,0.19,17,8
Anna,Molina,Actor,759.220.0827x35845,molina_article@harris.com,84446,1309187,2023-01-24,4,2023,UUX03397-27-4C,consumables,misc,107.61,98.35,6.28,65,3
Robert,Blair,Hydrogeologist,604-574-3716,rblair@morrison.com,47496,9663364,2023-03-19,11,2023,DBA45511-20-8X,decor,wall art,7.06,3.94,2.94,31,5
Tanya,Vasquez,"Therapist, occupational",9857434499,vasquezinvestment@moreno.info,48410,9876775,2023-01-27,4,2023,DXU77211-79-0B,furniture,stands,200.79,136.93,6.7,90,2
Mason,Daniels,Magazine journalist,(662)878-6867,danielsm3990@davis.com,69701,4324984,2023-01-12,2,2023,ZDZ93019-47-4B,software,project management,168.36,102.19,3.41,265,5
Mariah,Hernandez,Warehouse manager,+1-588-692-2664x320,hernandezmariah@brooks-gould.biz,53993,9202683,2023-02-18,7,2023,MBU44406-66-4M,consumables,kitchen supplies,27.41,18.84,0.46,640,0
Jeff,King,"Investment banker, operational",456.830.9202,king.jeff@black.org,75662,7754849,2023-01-13,2,2023,DEC30974-13-3D,furniture,tables,7.98,6.68,7.15,36,2
Brooke,Baker,Tree surgeon,443-347-6249x95391,baker.analysis@hill.com,55696,5596183,2023-01-13,2,2023,BBE61778-67-4A,consumables,bathroom supplies,1396.23,846.27,9.53,34,1
Linda,Smith,Tax adviser,544-873-7641,lsmith@powers-anderson.info,11984,9350788,2023-04-17,16,2023,XEC36323-86-7D,decor,wall art,117.65,63.67,0.21,16,8
Rachel,Perry,"Teacher, primary school",469-824-4454,r_perry@johnson.com,99736,6661130,2023-02-26,8,2023,ECU52209-77-0U,consumables,kitchen supplies,14.16,9.23,0.61,46,4
Nicole,Miller,"Teacher, early years/pre",001-905-939-1319,nicolemiller@oliver-hogan.com,48723,6335300,2023-03-06,10,2023,EED94069-83-6X,decor,wall art,14.24,7.25,7.33,116,2
Terri,King,Call centre manager,901-363-2246,king.t.8589@white.net,70029,7447550,2023-05-09,19,2023,ABZ76163-65-0B,consumables,misc,291.56,207.2,7.06,98,4
Charles,Keller,"Psychologist, forensic",001-554-999-8484x16941,kellercurrent1658@jackson.com,37296,4173934,2023-05-24,21,2023,UDX38175-17-6A,consumables,pens,214.72,202.22,7.71,8,2
Brian,Bullock,"Programmer, applications",293.376.5291,bullockb7073@brown-powell.com,55191,3542153,2023-05-19,20,2023,UDC75479-26-5A,software,accounting,277.01,174.45,4.51,28,1
Angel,Dillon,Market researcher,868.290.8408x61810,decision.angel@wolf.info,84429,7668735,2023-03-23,12,2023,CXA71663-03-5E,furniture,tables,128.48,67.55,2.62,16,4
Joel,Ward,"Teacher, special educational needs",(665)691-8992x8946,wardj71@harris.biz,32597,7178479,2023-05-29,22,2023,MUD14912-70-2A,decor,plants,6.77,5.96,2.62,22,4
Katherine,Taylor,"Psychologist, clinical",(943)632-3743x028,taylor.katherine.733@odonnell.org,48855,7519893,2023-05-05,18,2023,ZEM02698-76-2M,software,accounting,618.97,515.43,1.54,10,2
Laura,Pham,Tax adviser,001-510-573-0191x016,l.pham@beck-lopez.com,98410,5887737,2023-01-03,1,2023,XUZ60078-01-5X,consumables,misc,38.92,26.08,2.52,35,4
Tanya,Vasquez,"Therapist, occupational",9857434499,vasquezinvestment@moreno.info,48410,1860413,2023-03-25,12,2023,ACD48772-06-1U,consumables,kitchen supplies,20.73,13.12,25.93,295,4
John,Hernandez,Architectural technologist,268.259.7138,result.john.439@manning.com,14935,2801895,2023-05-09,19,2023,XMA71210-91-3Z,decor,plants,197.47,99.71,2.01,43,1
Tony,Figueroa,Banker,(526)738-9172,figueroa.t@brewer.net,85977,8554960,2023-01-01,52,2022,XUZ60078-01-5X,consumables,misc,38.92,26.08,2.52,87,3
Bethany,Bell,Land/geomatics surveyor,+1-857-726-4869x65965,bell.b@collins.com,25119,2366817,2023-02-07,6,2023,XXM82450-88-9M,consumables,paper products,323.42,183.84,2.21,412,3
Collin,West,Education administrator,001-951-597-8932x224,westc@bauer-vasquez.biz,38012,7878294,2023-02-11,6,2023,XMA71210-91-3Z,decor,plants,197.47,99.71,2.01,43,1
Allison,Williams,Estate agent,(715)306-8478x61426,williamsspend@chavez-macdonald.com,21633,9367026,2023-03-17,11,2023,XMZ29558-27-0E,furniture,stands,132.03,105.7,8.68,296,3
Mary,Graham,"Administrator, sports",001-793-507-6403x900,mary.graham@hurst.com,70939,2537585,2023-01-06,1,2023,MMM93730-54-8B,electronics,cabling,5.69,5.19,7.5,78,3
Katelyn,Chen,Company secretary,314-236-0953x07134,chen.katelyn@randall-schmidt.info,53809,2066901,2023-05-24,21,2023,UBE13842-90-5A,software,accounting,18.28,12.68,4.25,14,0
Walter,Tran,Public relations account executive,509.895.5322x0674,tranw@cain-williams.com,16624,2458358,2023-03-13,11,2023,DMX08533-64-4U,furniture,seating,117.86,106.94,4.4,22,1
John,Wheeler,"Investment banker, operational",2868087593,wheelerj483@howell-casey.com,32549,8125065,2023-01-06,1,2023,MUE30408-26-4M,decor,wall art,71.61,63.97,7.28,52,1
Samantha,Young,Energy engineer,531.716.0678,youngmind@dillon.info,93818,8100006,2023-04-30,17,2023,ZCZ05589-50-5D,software,project management,3.01,1.61,2.07,28,3
Jessica,Gonzalez,Editorial assistant,001-766-709-4338x01962,gonzalezj@horn-fields.com,29992,5671559,2023-05-09,19,2023,MCE82285-66-1X,consumables,bathroom supplies,173.16,156.54,1.1,2672,1
